#feature	value	weight	wins	losses
pattern	10802	-4.024211595708567	0	55
pattern	10803	-3.19234892037973	3	1168
pattern	10804	-2.1901093175314803	0	8
pattern	10805	-7.019148865751102	1	18635
pattern	10806	-8.661628773893502	0	5776
pattern	10807	-0.7209114173722531	248	7993
pattern	10808	-3.9532228801011553	11	9033
pattern	10809	-1.8638722856970005	125	12638
pattern	10810	-10.100982441891775	0	24366
pattern	10811	-2.218366022913115	66	9516
pattern	10812	-6.212888321448601	3	23965
pattern	10813	-3.216320174913157	0	24
pattern	10814	-1.8463563006513741	97	9638
pattern	10815	-3.8689643483528884	11	8303
pattern	10816	-10.497889428883179	0	36238
pattern	10817	-2.941074915516869	0	18
pattern	10818	-5.051785652300037	12	29549
pattern	10819	-1.2967647746257147	256	14676
pattern	10820	-8.78261989176689	0	6519
pattern	10821	-1.7871123473099806	5	473
pattern	10822	-10.292956633331103	0	29523
pattern	10823	-6.064372177042661	1	7172
pattern	10824	-8.838252449331465	0	6892
pattern	10825	-9.711475388007027	0	16505
pattern	10826	-4.063175951196673	18	16463
pattern	10827	-0.8547285847428451	177	6522
pattern	10828	-10.243771688099304	0	28106
pattern	10829	-0.5151943097023272	241	6323
pattern	10830	-4.335319618495703	15	18023
pattern	10831	-7.062774542267996	1	19466
pattern	10832	-3.876330501928928	7	5340
pattern	10833	-4.842071064623222	3	6084
pattern	10834	-3.44057293425657	29	14212
pattern	10835	-2.0601065648619517	100	12304
pattern	10836	-9.199677366121556	0	9893
pattern	10837	-4.262110939353785	24	26759
pattern	10838	-2.1390261783057363	108	14379
pattern	10839	-9.711717695705191	0	16509
pattern	10840	-3.507095676485907	22	11531
pattern	10841	-10.625026280741741	0	41151
pattern	10842	-4.265883675661199	7	7884
pattern	10843	-6.13084373895625	1	7665
pattern	10844	-3.011480746201203	98	31223
pattern	10845	-9.259886101990352	0	10507
pattern	10846	-9.216216715259694	0	10058
pattern	10847	-10.901615150447642	0	54263
pattern	10848	-4.037472681395271	14	12492
pattern	10849	-10.40189449180449	0	32921
pattern	10850	-10.365551525448497	0	31746
pattern	10851	-0.44269414515194516	189	4612
pattern	10852	-10.67197263389903	0	43129
pattern	10853	-9.124230741846016	0	9174
pattern	10854	-6.94787579339328	0	1040
pattern	10855	0.28185536244674947	466	5509
pattern	10856	2.87963530177027	1	0
pattern	10857	-5.516638222105151	9	35339
pattern	10858	-2.296248147597012	138	21499
pattern	10859	-1.2723884461560813	233	13036
pattern	10860	-1.7810674919262406	0	5
pattern	10861	-7.402771291600725	1	27349
pattern	10862	-3.286410330354018	20	8409
pattern	10863	-9.39398908729312	0	12015
pattern	10864	-1.9909297546255131	66	7580
pattern	10865	0.6083509605531534	305	2601
pattern	10866	-6.330922831016057	1	9363
pattern	10867	-4.543518591644261	11	16301
pattern	10868	-9.540286827645351	0	13908
pattern	10869	-9.152280701822011	0	9435
pattern	10870	-5.484962829240433	2	7795
pattern	10871	-1.6410029836085005	479	38741
pattern	10872	-4.447877941436682	9	12136
pattern	10873	-10.114555962946149	0	24699
pattern	10874	-4.7291265656800165	6	10756
pattern	10875	-4.597750958048501	19	29654
pattern	10876	-5.591452319104759	2	8671
pattern	10877	-9.17946215094048	0	9695
pattern	10878	-10.280722475024787	0	29164
pattern	10879	-1.5781468394706335	175	13294
pattern	10880	-0.6607220095229575	0	1
pattern	10881	-0.24615719652230109	301	6034
pattern	10882	-5.342443096291097	10	32965
pattern	10883	-0.6284129245787128	135	3967
pattern	10884	-2.86626234813209	91	25075
pattern	10885	-9.91842230543235	0	20300
pattern	10886	-1.5719136173967323	136	10268
pattern	10887	-8.994785005072718	0	8060
pattern	10888	3.426953925529707	1583	805
pattern	10889	-4.324708259918241	13	15465
pattern	10890	-9.417349377265436	0	12299
pattern	10891	-2.7486325853965337	40	9807
pattern	10892	-2.4785052072753326	35	6551
pattern	10893	-6.390919464204976	1	9942
pattern	10894	-7.565493475925715	1	32182
pattern	10895	-8.253731758328534	0	3841
pattern	10896	-9.46365896246462	0	12882
pattern	10897	-4.208251429917116	16	16926
pattern	10898	-1.2033987314325114	171	8930
pattern	10899	-9.83979862427659	0	18765
pattern	10900	-5.0321655991766745	11	26573
pattern	10901	-4.496588706604205	17	23989
pattern	10902	-1.9980917859187612	138	15956
pattern	10903	-3.7942560407055477	24	16760
pattern	10904	-5.762915235058421	2	10293
pattern	10905	-5.228262486663121	2	6030
pattern	10906	-4.482246417443019	4	5631
pattern	10907	-3.849809426577281	16	11827
pattern	10908	1.2372313899024077	1000	4547
pattern	10909	-2.3408323955338255	71	11570
pattern	10910	-8.836945911674384	0	6883
pattern	10911	-2.171390353765669	34	4681
pattern	10912	-9.744722544422078	0	17063
pattern	10913	-9.621650799402834	0	15087
pattern	10914	-3.405941183012547	39	18452
pattern	10915	-2.3722842084672733	303	50922
pattern	10916	-4.7242935464120634	23	40716
pattern	10917	-9.56176712512432	0	14210
pattern	10918	-10.500039496892565	0	36316
pattern	10919	-4.55032852456338	18	26797
pattern	10920	-8.951561401150924	0	7719
pattern	10921	-5.18260015058448	6	16928
pattern	10922	-7.529943662799221	1	31058
pattern	10923	-2.4118157965125597	72	12596
pattern	10924	-1.9005952387817	61	6401
pattern	10925	-9.93294618853943	0	20597
pattern	10926	-6.854316130773432	1	15803
pattern	10927	-9.774684199794242	0	17582
pattern	10928	2.2695611795161557	1297	2100
pattern	10929	-0.3184862014222684	420	9051
pattern	10930	-9.594713706812694	0	14686
pattern	10931	-1.9328765098266878	43	4662
pattern	10932	-9.347571851264089	0	11470
pattern	10933	-9.009439652545131	0	8179
pattern	10934	-2.720774556882337	143	34060
pattern	10935	-4.561951710446014	13	19606
pattern	10936	-4.507955980367735	25	35639
pattern	10937	-9.576852330705517	0	14426
pattern	10938	-9.84738992732289	0	18908
pattern	10939	-8.649262372443635	0	5705
pattern	10940	-2.8294527603573956	0	16
pattern	10941	-2.1812104448613754	197	27352
pattern	10942	-9.39157270864875	0	11986
pattern	10943	-3.6296433486377087	9	5354
pattern	10944	-9.437231810192609	0	12546
pattern	10945	-4.695760006547786	6	10403
pattern	10946	1.850710972229372	830	2043
pattern	10947	-7.722733581763712	1	37662
pattern	10948	-2.1267718698911535	57	7500
pattern	10949	-0.6464292622439205	262	7838
pattern	10950	-10.185501220621795	0	26515
pattern	10951	-4.000774667456771	1	910
pattern	10952	-8.118784012421557	0	3356
pattern	10953	-5.278464985790271	13	40140
pattern	10954	-5.899030535532497	2	11794
pattern	10955	-2.940770207719646	9	2688
pattern	10956	-3.15965960150436	63	23286
pattern	10957	-5.0038010935660635	7	16491
pattern	10958	-5.616206438564307	5	21810
pattern	10959	-3.954529716738061	18	14768
pattern	10960	-4.501258144201696	8	11389
pattern	10961	1.8995001654658485	434	1017
pattern	10962	-3.5797211798678887	61	34319
pattern	10963	-2.1901093175314803	0	8
pattern	10964	-7.994273481498619	0	2963
pattern	10965	-4.410110862250024	18	23291
pattern	10966	-7.873346931453442	1	43784
pattern	10967	-4.714368298870791	19	33322
pattern	10968	-3.183825515233757	13	4941
pattern	10969	-9.110070919781819	0	9045
pattern	10970	-10.106221712781986	0	24494
pattern	10971	-4.878855716302544	3	6312
pattern	10972	-5.6089944951105535	4	17377
pattern	10973	-5.1957701724099055	3	8666
pattern	10974	-2.9645740590488066	83	25235
pattern	10975	-4.503948888117313	2	2922
pattern	10976	-9.053094151710605	0	8544
pattern	10977	-9.825846858462722	0	18505
pattern	10978	-5.5108651889628195	1	4123
pattern	10979	-10.663988129511191	0	42786
pattern	10980	-3.443861432402024	23	11315
pattern	10981	-5.344392815187905	6	19901
pattern	10982	-2.9788206176005394	42	12962
pattern	10983	-8.533644387450282	0	5082
pattern	10984	-9.675641497253192	0	15924
pattern	10985	-4.9754405229991425	5	11491
pattern	10986	-3.7645136382958615	53	35876
pattern	10987	-0.5229014509017791	232	6134
pattern	10988	-10.046935594538182	0	23084
pattern	10989	-10.316753385973303	0	30234
pattern	10990	-3.3063562117849656	64	27393
pattern	10991	-1.86626563531157	326	33030
pattern	10992	0.44862932854366255	207	2071
pattern	10993	-2.047388199724759	154	18705
pattern	10994	-10.173245066063735	0	26192
pattern	10995	-4.936460730952992	4	8869
pattern	10996	-1.589127409533201	362	27799
pattern	10997	-4.74846073759647	6	10966
pattern	10998	-1.2248316001244701	146	7790
pattern	10999	-4.293364522448165	5	5809
pattern	11000	0.21640027429489156	206	2600
pattern	11001	-3.2805530660115716	30	12527
pattern	11002	-3.500991657092831	12	6266
pattern	11003	-4.414102122350942	4	5260
pattern	11004	-4.530106508703081	10	14630
pattern	11005	-9.62944119313716	0	15205
pattern	11006	-9.983773463141144	0	21671
pattern	11007	-8.659202402715707	0	5762
pattern	11008	-9.620257989436299	0	15066
pattern	11009	-2.6605462855930573	64	14360
pattern	11010	-8.805215658140202	0	6668
pattern	11011	-0.4068083781915921	153	3602
pattern	11012	-1.1601584450144165	217	10852
pattern	11013	1.8284127302726128	853	2147
pattern	11014	-10.408886588279344	0	33152
pattern	11015	-2.7089063445388453	29	6837
pattern	11016	-3.488628845887987	12	6189
pattern	11017	-7.948362768769471	0	2830
pattern	11018	-9.390654621651628	0	11975
pattern	11019	-1.0286109507267591	584	25602
pattern	11020	-1.4565359132363678	132	8880
pattern	11021	-0.45067501502840923	253	6223
pattern	11022	-9.373388761170276	0	11770
pattern	11023	-6.520742642682572	4	43247
pattern	11024	-8.481552812504594	0	4824
pattern	11025	-8.511966819262863	0	4973
pattern	11026	-3.8924447288949	5	3890
pattern	11027	-10.848578301986894	0	51460
pattern	11028	-2.6087182377658706	49	10442
pattern	11029	-1.0771127548005217	0	2
pattern	11030	-10.56033212288346	0	38573
pattern	11031	-4.146165257114997	36	35713
pattern	11032	-0.6607220095229575	0	1
pattern	11033	-4.6052638765819	10	15772
pattern	11034	-9.313161948013551	0	11082
pattern	11035	-9.16324209945766	0	9539
pattern	11036	-2.4534906160412	51	9305
pattern	11037	-5.81637363640312	3	16120
pattern	11038	-7.081602759845877	1	19836
pattern	11039	-5.6010454149475715	3	12997
pattern	11040	-2.129567956190477	106	13980
pattern	11041	-2.697064369869612	169	39307
pattern	11042	-4.358677420968233	1	1302
pattern	11043	-2.0714333011208517	0	7
pattern	11044	-8.241686373463072	0	3795
pattern	11045	-4.473394347882129	11	15197
pattern	11046	-10.609105082850869	0	40501
pattern	11047	-9.866197679767255	0	19267
pattern	11048	-4.930476116902895	7	15325
pattern	11049	0.015584016370681408	170	2623
pattern	11050	-9.686694827718737	0	16101
pattern	11051	-10.86793848706351	0	52466
pattern	11052	-4.076958453532773	12	11147
pattern	11053	-10.43845745323502	0	34147
pattern	11054	-4.577828412137758	3	4671
pattern	11055	-7.1960815794225566	1	22242
pattern	11056	-2.6819771041819243	60	13755
pattern	11057	-6.777741937091985	1	14638
pattern	11058	-5.159602298788469	21	57468
pattern	11059	-0.9909061904160925	90	3801
pattern	11060	-9.811916886296553	0	18249
pattern	11061	-7.675015430678913	1	35907
pattern	11062	-8.546739626982696	0	5149
pattern	11063	0.39292252274718964	563	5956
pattern	11064	-2.7898337155841033	73	18638
pattern	11065	-5.8778410295087	3	17142
pattern	11066	-4.232270373163427	29	31369
pattern	11067	-9.532998815804111	0	13807
pattern	11068	-6.6146400837372425	0	745
pattern	11069	-10.128866075826267	0	25055
pattern	11070	-1.8036828731582415	146	13898
pattern	11071	-8.470926464348297	0	4773
pattern	11072	-8.782466504269435	0	6518
pattern	11073	-8.892052876876786	0	7273
pattern	11074	-9.620125239637167	0	15064
pattern	11075	-10.197832509609988	0	26844
pattern	11076	-6.761918252001539	2	27953
pattern	11077	-4.611583837153684	10	15872
pattern	11078	-4.1421213754386	0	62
pattern	11079	-10.21544520569941	0	27321
pattern	11080	-2.44458836620193	138	24937
pattern	11081	-10.918245974026828	0	55173
pattern	11082	-1.6155832792535385	82	6469
pattern	11083	-6.333162966674015	1	9384
pattern	11084	-0.1770619992019778	175	3274
pattern	11085	-9.075429330612671	0	8737
pattern	11086	-10.86170566637887	0	52140
pattern	11087	-10.28051672736859	0	29158
pattern	11088	-3.5796739512811255	10	5655
pattern	11089	1.380396920833877	1430	5635
pattern	11090	-1.5990704584511948	71	5510
pattern	11091	-6.350369990843542	2	18522
pattern	11092	-10.463387215062372	0	35009
pattern	11093	-3.611930096942089	16	9323
pattern	11094	-2.5857553057748537	137	28510
pattern	11095	-1.5965937478874628	0	4
pattern	11096	-9.528061945386304	0	13739
pattern	11097	-3.4268342941953343	60	28971
pattern	11098	-10.871344352948059	0	52645
pattern	11099	-4.059246777867837	7	6412
pattern	11100	-5.338158614174809	7	23039
pattern	11101	-9.755215859172166	0	17243
pattern	11102	-3.1490481528970453	10	3676
pattern	11103	-9.185118602587048	0	9750
pattern	11104	-7.022630682064256	1	18700
pattern	11105	-7.559005009464744	0	1917
pattern	11106	-6.037629992447193	4	26677
pattern	11107	-1.531934562497858	59	4282
pattern	11108	-6.114703460670096	2	14633
pattern	11109	-6.388574805053206	3	28568
pattern	11110	-2.030622702596245	154	18394
pattern	11111	-7.74601154058294	1	38549
pattern	11112	-9.495063308405168	0	13293
pattern	11113	-2.0267841730120395	146	17372
pattern	11114	-3.243699368150793	21	8459
pattern	11115	-0.6077816305966546	180	5181
pattern	11116	0.5219508717004858	396	3682
pattern	11117	-0.6607220095229575	0	1
pattern	11118	-8.456792508591926	0	4706
pattern	11119	-10.878385577702856	0	53017
pattern	11120	0.23416549409664453	213	2641
pattern	11121	-2.632395598870273	35	7641
pattern	11122	-2.4795749628023773	0	11
pattern	11123	-1.370213205873998	0	3
pattern	11124	0.1269575797224984	558	7702
pattern	11125	-8.394559074589022	0	4422
pattern	11126	-1.4440230202274844	99	6578
pattern	11127	-2.222504354946992	50	7241
pattern	11128	-11.068978399084282	0	64149
pattern	11129	-10.255690301381186	0	28443
pattern	11130	-8.933392002635175	0	7580
pattern	11131	-10.100284531707493	0	24349
pattern	11132	-4.719317469708193	6	10651
pattern	11133	-2.9088598877173193	36	10362
pattern	11134	-3.778813275508663	25	17189
pattern	11135	-9.005397231661178	0	8146
pattern	11136	0.714417100732175	348	2669
pattern	11137	1.8172784085671538	1199	3052
pattern	11138	-10.0149366475473	0	22357
pattern	11139	-5.959720306865902	2	12532
pattern	11140	-10.04974732687259	0	23149
pattern	11141	-0.5440952099566644	824	22251
pattern	11142	-7.232153843531066	1	23059
pattern	11143	-6.672894844817597	2	25572
pattern	11144	-2.24613958184255	57	8451
pattern	11145	-10.631783155465213	0	41430
pattern	11146	-2.296183644098139	0	9
pattern	11147	-3.1477764918686857	23	8415
pattern	11148	-6.50963682942455	2	21720
pattern	11149	-5.458188884000062	5	18622
pattern	11150	1.7276733966845994	410	1141
pattern	11151	-3.7772676917400743	13	8945
pattern	11152	-8.346152475548301	0	4213
pattern	11153	-4.581092369323557	5	7746
pattern	11154	-2.4536507556979217	149	27169
pattern	11155	-2.4603181577120323	76	13956
pattern	11156	-5.952200511428335	6	36547
pattern	11157	-2.0951789266756853	166	21149
pattern	11158	-2.2857829214672374	59	9101
pattern	11159	-1.273954305187388	95	5325
pattern	11160	-10.274428048627874	0	28981
pattern	11161	-0.3521953796159175	113	2519
pattern	11162	-5.497410945972378	9	34666
pattern	11163	-6.276847135102626	2	17209
pattern	11164	-6.7297719131129305	3	40185
pattern	11165	-0.546546910815123	496	13427
pattern	11166	-4.949388539698084	13	28884
pattern	11167	-4.684527710609822	15	25556
pattern	11168	-10.276702740118719	0	29047
pattern	11169	0.10542051376031905	97	1368
pattern	11170	-6.384599125557399	2	19167
pattern	11171	-10.339512156982037	0	30930
pattern	11172	-10.365614521669375	0	31748
pattern	11173	-7.531327169986712	1	31101
pattern	11174	-8.742244735501501	0	6261
pattern	11175	-4.592160498777615	7	10926
pattern	11176	-3.3915340274006716	10	4685
pattern	11177	-8.651712952415348	0	5719
pattern	11178	-2.0905897290903854	68	8628
pattern	11179	-9.578583700678458	0	14451
pattern	11180	-4.092976507904339	9	8510
pattern	11181	-10.202589302686196	0	26972
pattern	11182	1.6753087123321833	187	548
pattern	11183	-5.638968071264069	2	9093
pattern	11184	-10.883559095842926	0	53292
pattern	11185	-8.33325503787588	0	4159
pattern	11186	-5.994837719341165	6	38139
pattern	11187	-2.6365197801052562	103	22554
pattern	11188	-1.392074930478778	181	11415
pattern	11189	-5.310662855304867	2	6548
pattern	11190	-8.969152035433364	0	7856
pattern	11191	-4.4440328438124626	14	18759
pattern	11192	-2.8294527603573956	0	16
pattern	11193	-7.718342992356249	1	37497
pattern	11194	-5.117611665726916	0	166
pattern	11195	-4.503235343404631	6	8581
pattern	11196	-1.447261116192688	124	8265
pattern	11197	-4.997607435648223	3	7108
pattern	11198	0.2754863008940542	331	3938
pattern	11199	-5.414747263019878	4	14309
pattern	11200	-2.929031167840151	84	24647
pattern	11201	-8.34591513956891	0	4212
pattern	11202	-4.011503916741298	37	32079
pattern	11203	-10.280448135408317	0	29156
pattern	11204	-9.9375960223898	0	20693
pattern	11205	-5.007803767326536	5	11869
pattern	11206	-10.343609672320365	0	31057
pattern	11207	-7.532805084932224	1	31147
pattern	11208	-1.5311138157697781	157	11379
pattern	11209	-0.7777063944448461	7	240
pattern	11210	-10.279933545684063	0	29141
pattern	11211	0.9960622846878668	285	1649
pattern	11212	-9.563946167848218	0	14241
pattern	11213	-10.197907008781362	0	26846
pattern	11214	-4.265432452419539	1	1186
pattern	11215	-6.531866564150636	1	11447
pattern	11216	-0.9310316791617185	86	3421
pattern	11217	-1.341529981113814	118	7076
pattern	11218	-4.1920824261786755	19	19765
pattern	11219	-3.2882091242541387	10	4225
pattern	11220	-2.7717789142725167	135	33838
pattern	11221	-6.741361481216254	1	14115
pattern	11222	-0.7165059949865237	166	5327
pattern	11223	-8.577711702353948	0	5311
pattern	11224	-6.322226006353804	3	26734
pattern	11225	2.695195626491265	1542	1631
pattern	11226	-1.0771127548005217	0	2
pattern	11227	-7.069175158524101	1	19591
pattern	11228	-4.5136103860809085	22	31551
pattern	11229	-6.9560999205680885	2	33944
pattern	11230	-9.952036577550913	0	20994
pattern	11231	-0.9229804868644204	481	18973
pattern	11232	-6.652750025336354	3	37206
pattern	11233	-5.3460098599195085	8	26508
pattern	11234	-1.881206819603841	125	12859
pattern	11235	-3.6744063540211367	10	6217
pattern	11236	-8.682188228885188	0	5896
pattern	11237	-7.418083117075664	1	27771
pattern	11238	-9.825468529900379	0	18498
pattern	11239	-8.87303888190716	0	7136
pattern	11240	-4.396726531605068	31	39521
pattern	11241	3.2655094392956188	1469	878
pattern	11242	-1.8180094865511787	43	4156
pattern	11243	-0.8280144851873497	618	22168
pattern	11244	-5.332410507320486	0	206
pattern	11245	-3.8000483409844823	11	7750
pattern	11246	-10.21935382419524	0	27428
pattern	11247	-10.227812626142748	0	27661
pattern	11248	-11.050793773529708	0	62993
pattern	11249	-3.4276231263254484	7	3409
pattern	11250	-9.981139868713464	0	21614
pattern	11251	-10.252450626503027	0	28351
pattern	11252	-2.2620333943752264	50	7533
pattern	11253	-10.126308523153478	0	24991
pattern	11254	-1.370213205873998	0	3
pattern	11255	-1.7265228643735182	103	9078
pattern	11256	-5.742511121595305	1	5198
pattern	11257	-9.611927071741103	0	14941
pattern	11258	-10.888201826466561	0	53540
pattern	11259	-4.872688071470828	4	8321
pattern	11260	-3.682478353258124	34	21216
pattern	11261	-6.4562597846894265	2	20591
pattern	11262	-10.85139201103454	0	51605
pattern	11263	-11.1740755342183	0	71258
pattern	11264	-9.407216863173455	0	12175
pattern	11265	-1.7628461119495058	92	8409
pattern	11266	-4.644353738129535	9	14771
pattern	11267	-7.163733651240715	1	21534
pattern	11268	-9.904184143108788	0	20013
pattern	11269	-5.92515529418807	4	23839
pattern	11270	-2.086198666067982	13	1648
pattern	11271	-5.018981208220749	4	9632
pattern	11272	-9.884709169967921	0	19627
pattern	11273	-8.625856783879946	0	5573
pattern	11274	-6.194885326890844	1	8172
pattern	11275	-0.10050648168289118	170	2946
pattern	11276	0.659617941608164	694	5623
pattern	11277	-6.615559151094428	2	24147
pattern	11278	0.604149296359497	298	2552
pattern	11279	-4.037798318279984	24	21382
pattern	11280	-6.088814172832467	2	14259
pattern	11281	-9.206325967649745	0	9959
pattern	11282	-2.114352492009325	157	20390
pattern	11283	-1.370213205873998	0	3
pattern	11284	-2.3895266682925724	39	6677
pattern	11285	-3.0351904482085104	3	998
pattern	11286	-5.116313199840325	3	8004
pattern	11287	-1.7636929675884911	345	31547
pattern	11288	-4.535685193589638	7	10326
pattern	11289	-2.6073746417887143	15	3201
pattern	11290	-6.74694239048596	1	14194
pattern	11291	-4.321562060783107	4	4795
pattern	11292	-9.941165570715857	0	20767
pattern	11293	-4.3294039675941525	9	10780
pattern	11294	-3.123611925796274	28	9995
pattern	11295	-9.906280481973234	0	20055
pattern	11296	-5.478333469620085	1	3991
pattern	11297	-1.6842517883521935	98	8280
pattern	11298	-2.902815759729066	6	1731
pattern	11299	-3.6469180948692963	16	9655
pattern	11300	0.33010040614112585	370	4168
pattern	11301	-8.260476383215135	0	3867
pattern	11302	-1.451380664019277	44	2947
pattern	11303	-10.899401288181407	0	54143
pattern	11304	-6.148233805695273	2	15132
pattern	11305	-8.237991400724752	0	3781
pattern	11306	-2.282237894812322	54	8301
pattern	11307	-1.5965937478874628	0	4
pattern	11308	-8.802663271367797	0	6651
pattern	11309	-10.020289517031642	0	22477
pattern	11310	-4.561810789726477	8	12100
pattern	11311	-1.9367526174253724	0	6
pattern	11312	-1.5010614805327307	299	21026
pattern	11313	-10.186255199701154	0	26535
pattern	11314	-1.662279125428064	29	2400
pattern	11315	-10.546733550673551	0	38052
pattern	11316	-0.2366191894217265	161	3197
pattern	11317	-9.495439349021433	0	13298
pattern	11318	-4.818366711644689	4	7881
pattern	11319	-10.587264396563274	0	39626
pattern	11320	-10.119039834089497	0	24810
pattern	11321	-9.983773463141144	0	21671
pattern	11322	-10.239457407779957	0	27985
pattern	11323	0.8793927090506266	600	3902
pattern	11324	-10.50930340656732	0	36654
pattern	11325	-8.647157084939916	0	5693
pattern	11326	-5.237033702303721	8	23771
pattern	11327	-3.3238353724790346	29	12646
pattern	11328	-0.6276631340968915	163	4786
pattern	11329	-9.606760466516311	0	14864
pattern	11330	-9.46008195800918	0	12836
pattern	11331	-7.878608850309814	1	44015
pattern	11332	-4.350561794348404	5	6151
pattern	11333	-10.258709231347671	0	28529
pattern	11334	-4.745721494211654	6	10936
pattern	11335	-5.9407103737142215	2	12296
pattern	11336	-7.984100233653702	0	2933
pattern	11337	-10.094683645745889	0	24213
pattern	11338	-3.279397676838533	19	7934
pattern	11339	-5.544712282204341	2	8275
pattern	11340	-1.9225931561469132	82	8794
pattern	11341	-3.661767757706408	11	6749
pattern	11342	-11.040165041973529	0	62327
pattern	11343	-2.685285980320025	49	11273
pattern	11344	-10.062025881660357	0	23435
pattern	11345	-9.59109853076761	0	14633
pattern	11346	-9.909714955330262	0	20124
pattern	11347	-3.8385039010390236	15	10966
pattern	11348	-9.842672046322475	0	18819
pattern	11349	-9.971890629380308	0	21415
pattern	11350	-2.7275240438878523	47	11280
pattern	11351	-5.344578374351705	5	16622
pattern	11352	-9.788129259289569	0	17820
pattern	11353	-4.476136885974831	7	9729
pattern	11354	-9.860263542388068	0	19153
pattern	11355	-9.94874465835197	0	20925
pattern	11356	-10.595857859878151	0	39968
pattern	11357	-6.008993135068752	2	13165
pattern	11358	-10.056077160649854	0	23296
pattern	11359	-0.6607220095229575	0	1
pattern	11360	-2.51099912162318	194	37459
pattern	11361	-1.2974628786736626	163	9352
pattern	11362	-2.206173624342071	96	13670
pattern	11363	0.2403257889598318	1011	12459
pattern	11364	-0.7211834431799123	149	4804
pattern	11365	-9.465442677995854	0	12905
pattern	11366	-9.474467427887499	0	13022
pattern	11367	-10.042507338514543	0	22982
pattern	11368	-1.7810674919262406	0	5
pattern	11369	-9.051923182640055	0	8534
pattern	11370	-4.562343410159564	7	10605
pattern	11371	-0.26209283046757076	195	3972
pattern	11372	-10.279006616350909	0	29114
pattern	11373	-1.2775843061747056	229	12879
pattern	11374	-9.91239460019435	0	20178
pattern	11375	-8.215480627368944	1	61646
pattern	11376	-5.1819239214922135	1	2967
pattern	11377	-9.626675292362146	0	15163
pattern	11378	-10.721811198009659	0	45333
pattern	11379	-1.6078885510404144	4	317
pattern	11380	-1.3102477815930658	285	16560
pattern	11381	-3.800738202716525	24	16869
pattern	11382	-9.948888010838052	0	20928
pattern	11383	-1.3357039841434126	162	9657
pattern	11384	-3.383892765576588	57	26367
pattern	11385	-3.206120627015124	60	23233
pattern	11386	-1.592466208318236	104	8016
pattern	11387	-2.3322698136415174	100	16153
pattern	11388	-2.201219466039925	13	1849
pattern	11389	-4.211066468813197	5	5350
pattern	11390	-1.6493914656657014	326	26590
pattern	11391	-4.423211436573231	6	7921
pattern	11392	-9.755099869645775	0	17241
pattern	11393	0.7140646791075647	308	2363
pattern	11394	-1.4664958006971023	5	343
pattern	11395	-4.884395378408546	4	8419
pattern	11396	-10.238527937891796	0	27959
pattern	11397	-9.934498536724249	0	20629
pattern	11398	-10.903529874542798	0	54367
pattern	11399	-9.570315421675666	0	14332
pattern	11400	-9.205019885850435	0	9946
pattern	11401	-10.028397872113187	0	22660
pattern	11402	-1.9367526174253724	0	6
pattern	11403	-0.09589119243548605	301	5192
pattern	11404	-10.36637016693747	0	31772
pattern	11405	-0.23826502490210227	101	2009
pattern	11406	-4.924074541379868	8	17383
pattern	11407	-4.185223095388809	3	3154
pattern	11408	-2.84552352015079	29	7838
pattern	11409	-7.690819511854464	1	36479
pattern	11410	-2.9061333216972196	54	15492
pattern	11411	-6.539946704629742	3	33237
pattern	11412	-1.7724724817523088	112	10335
pattern	11413	-3.332301946213802	26	11437
pattern	11414	-7.372029267150088	1	26521
pattern	11415	-8.522367045733693	0	5025
pattern	11416	-6.30779849024374	2	17750
pattern	11417	-10.220483379310956	0	27459
pattern	11418	-4.870231908491284	2	4215
pattern	11419	-8.664049272041483	0	5790
pattern	11420	-3.1485534720019115	9	3309
pattern	11421	-4.938322964732687	6	13259
pattern	11422	-5.437949097057251	1	3833
pattern	11423	-2.662769819992638	43	9674
pattern	11424	-2.5271082052062903	27	5308
pattern	11425	0.7278002733060043	544	4117
pattern	11426	-6.454315387612099	2	20551
pattern	11427	-0.6869012056528464	514	16011
pattern	11428	-4.504344861494443	3	4340
pattern	11429	-8.180863101564949	0	3571
pattern	11430	-6.241591641971998	6	48813
pattern	11431	-4.304130644329572	13	15150
pattern	11432	-10.077312143594163	0	23796
pattern	11433	-1.3509173361373346	298	18034
pattern	11434	-6.494554906129545	3	31762
pattern	11435	-4.8126260190667285	2	3979
pattern	11436	-3.918974824073257	15	11885
pattern	11437	-10.267954847664367	0	28794
pattern	11438	-4.687496168312237	7	12019
pattern	11439	-2.981521567127825	33	10216
pattern	11440	-3.4980782816077864	4	2104
pattern	11441	-0.22931115612218994	540	10644
pattern	11442	-9.607298500985685	0	14872
pattern	11443	-5.3554675985488664	5	16804
pattern	11444	-1.990777084452264	246	28231
pattern	11445	-9.98164864661881	0	21625
pattern	11446	-9.367424157546179	0	11700
pattern	11447	-9.123249327163425	0	9165
pattern	11448	-2.3039145945744632	157	24646
pattern	11449	0.5842674181642331	531	4639
pattern	11450	-9.169094998008898	0	9595
pattern	11451	0.6132807261048956	321	2724
pattern	11452	-6.235056493113148	1	8507
pattern	11453	-9.701122658028513	0	16335
pattern	11454	-9.424074713892846	0	12382
pattern	11455	-9.608776604877358	0	14894
pattern	11456	-3.1179094501106737	27	9584
pattern	11457	-3.132716024498979	0	22
pattern	11458	-4.904284800738844	20	42405
pattern	11459	-9.275934876924048	0	10677
pattern	11460	-10.885396300012204	0	53390
