#value	pattern_data	pattern_string	frequency
15982	5,1345069,1082801	5|....#|.X..#|....#|XOO.#|OXX.#|	1642
15983	5,1313,2114	5|.....|.....|...OX|.X.OX|...OX|	1642
15984	5,3787891,28413539	5|OO.##|X..##|X..##|O..##|X..##|	1642
15985	5,3771507,20295275	5|O..##|XO.##|.O.##|O..##|XO.##|	1642
15986	5,0,1554	5|.....|.....|....O|O....|O..O.|	1642
15987	5,1037,0	5|.....|.....|....X|.....|.XX.X|	1642
15988	5,1042,512	5|.....|.....|....X|O....|X..X.|	1642
15989	5,3264099,12168563	5|.O.##|O..##|XO.##|XO.##|O..##|	1642
15990	5,6195199,26249215	5|OOX.#|XXX.#|....#|#####|#####|	1642
15991	5,65,1314	5|.....|.....|....O|.O.XO|...OX|	1642
15992	5,68,65571	5|.....|...O.|.....|...XO|..XOO|	1641
15993	5,1049599,17335295	5|O...X|O...O|.....|#####|#####|	1641
15994	5,2098175,22217727	5|O.OXO|..OO.|.....|#####|#####|	1641
15995	5,1106977,9471537	5|.O..#|....#|XX..#|O...#|O...#|	1641
15996	5,2688,1	5|.....|.....|...X.|X.X..|....O|	1641
15997	5,2,524308	5|.....|O....|.....|.....|O.OX.|	1641
15998	5,2,10485768	5|.O.O.|.....|.....|.....|.O.X.|	1641
15999	5,3263595,3780467	5|...##|O..##|XO.##|OO.##|OX.##|	1641
16000	5,37,128	5|.....|.....|.....|..O.X|..X.X|	1641
16001	5,20548987,3272291	5|X..##|X..##|OO.##|OX.##|XX.##|	1641
16002	5,1361193,1607201	5|....#|OX..#|X...#|OX..#|.X..#|	1641
16003	5,5,8768	5|.....|.....|.O...|O..O.|..X.X|	1641
16004	5,0,17696	5|.....|.....|O...O|.O..O|.....|	1641
16005	5,368,1	5|.....|.....|.....|.X.XX|X...O|	1641
16006	5,48,8931332	5|.O...|O....|O..O.|....X|X.O..|	1641
16007	5,1081375,196639	5|....X|..OOX|.....|.....|#####|	1641
16008	5,1106985,1606705	5|....#|O...#|XX..#|....#|OX..#|	1640
16009	5,216,772	5|.....|.....|.....|OOXX.|XXO..|	1640
16010	5,14,2432	5|.....|.....|...O.|.OO..|.XXX.|	1640
16011	5,64,532480	5|.....|O....|.O...|...X.|.....|	1640
16012	5,3526243,20548731	5|O..##|OX.##|X..##|X..##|OO.##|	1640
16013	5,0,3801149	5|...OO|O.O..|.....|....O|OOO.O|	1640
16014	5,33823,524319	5|.....|O...X|....X|.....|#####|	1640
16015	5,3456,70	5|.....|.....|...XX|.XXO.|..OO.|	1640
16016	5,160,65604	5|.....|...O.|.....|..XOX|..O..|	1639
16017	5,1606697,26256417	5|OO..#|X...#|.O..#|....#|.X..#|	1639
16018	5,1099309,1615153	5|....#|O...#|XO..#|XO..#|OXX.#|	1639
16019	5,3272035,4034171	5|...##|OO.##|XX.##|OX.##|OO.##|	1639
16020	5,1082673,1615009	5|....#|O...#|.O..#|.XO.#|X...#|	1639
16021	5,192,267	5|.....|.....|.....|.OXX.|.O.OO|	1639
16022	5,2,18416916	5|O...O|O..O.|....O|.O...|O.OX.|	1639
16023	5,6,129	5|.....|.....|.....|..O..|..XXO|	1639
16024	5,88,1024	5|.....|.....|....O|...X.|XX...|	1639
16025	5,1099041,1091233	5|....#|....#|XO..#|OXO.#|....#|	1639
16026	5,10265649,17876001	5|OX..#|XX..#|OX..#|....#|X...#|	1639
16027	5,31,32505887	5|OOOOO|.....|.....|.....|#####|	1639
16028	5,4,297256	5|.....|.O..O|...O.|.O..O|.OX..|	1638
16029	5,88,32768	5|.....|....O|.....|...X.|XX...|	1638
16030	5,32799,5505055	5|..O.O|.O..X|.....|.....|#####|	1638
16031	5,20496927,17384991	5|#..XX|#..OX|#...O|#....|#####|	1638
16032	5,32784,776	5|.....|....X|.....|OO...|XO...|	1638
16033	5,3671039,29721599	5|OOOXX|XO.OO|.....|#####|#####|	1638
16034	5,1083391,30722047	5|OOO.#|.O..#|O...#|#####|#####|	1638
16035	5,1096,163840	5|.....|..O.O|....X|...X.|.X...|	1638
16036	5,20467231,17416735	5|#..XX|#..OO|#..XX|#....|#####|	1638
16037	5,0,132112	5|.....|..O..|....O|.....|O....|	1638
16038	5,40,16516	5|.....|.....|O....|..O.X|.XO..|	1638
16039	5,5,1179648	5|....O|..O..|.....|.....|..X.X|	1638
16040	5,10,2560	5|.....|.....|...O.|O....|.X.X.|	1638
16041	5,17925119,11142143	5|XO.OX|O.OXX|.....|#####|#####|	1638
16042	5,3788643,3247211	5|...##|X..##|X..##|XX.##|.O.##|	1638
16043	5,2186,100	5|.....|.....|...X.|..XOO|.XOX.|	1638
16044	5,1082921,17884193	5|O...#|....#|OO..#|X...#|.X..#|	1638
16045	5,1098785,17860145	5|O...#|....#|X...#|O...#|O...#|	1637
16046	5,20557563,11914339	5|XO.##|XO.##|OX.##|X.X##|XX.##|	1637
16047	5,130,2145	5|.....|.....|...O.|..XOO|...XO|	1637
16048	5,305,0	5|.....|.....|.....|.X..X|X...X|	1637
16049	5,1048607,2163743	5|...OX|...O.|....O|.....|#####|	1637
16050	5,491551,16252959	5|.OOOO|OXXXX|.....|.....|#####|	1637
16051	5,1572895,4456479	5|..O.X|XO...|.....|.....|#####|	1637
16052	5,1083391,10127359	5|.O..#|O.O.#|....#|#####|#####|	1637
16053	5,31,24379423	5|O.OOO|.O...|.....|.....|#####|	1637
16054	5,68,2097282	5|...O.|.....|.....|..OX.|..XO.|	1636
16055	5,24659967,17318911	5|#.XXX|#....|#...X|#####|#####|	1636
16056	5,128,2228288	5|...O.|..O..|.....|..XO.|.....|	1636
16057	5,2130943,18023423	5|O..XO|..OOX|.....|#####|#####|	1636
16058	5,72,278528	5|.....|.O...|O....|...X.|.X...|	1636
16059	5,2,1048645	5|....O|.....|.....|...O.|..OXO|	1636
16060	5,2448,8704	5|.....|.....|.O.X.|OXX..|X....|	1636
16061	5,5768191,27755519	5|OOXOX|XOOOO|.....|#####|#####|	1636
16062	5,32783,0	5|.....|....X|.....|.....|.XXXX|	1636
16063	5,1078,65	5|.....|.....|....X|...OX|X.XXO|	1636
16064	5,67,44	5|.....|.....|.....|...XO|.OOXX|	1636
16065	5,12176499,20024427	5|OX.##|X..##|X..##|...##|XO.##|	1636
16066	5,9216,2209	5|.....|.....|.X.OX|..O.O|....O|	1635
16067	5,3,32960	5|.....|....O|.....|..OO.|...XX|	1635
16068	5,3525755,28413027	5|OO.##|.X.##|X..##|...##|XX.##|	1635
16069	5,2,6848668	5|..OO.|O...O|.....|..O..|OOOX.|	1635
16070	5,1216,34850	5|.....|....O|...OX|..XXO|...O.|	1635
16071	5,32799,3474463	5|...OO|.O.OX|....O|.....|#####|	1635
16072	5,33280,131200	5|.....|..O.X|.....|X.O..|.....|	1635
16073	5,2556927,13665279	5|.OOXO|.XXXO|.....|#####|#####|	1635
16074	5,2654239,4325407	5|..OX.|X.O.X|.....|.....|#####|	1635
16075	5,66,1072	5|.....|.....|....O|...XO|O..X.|	1635
16076	5,2,609	5|.....|.....|.....|O..OO|...XO|	1635
16077	5,129,8208	5|.....|.....|.O...|..X..|O...X|	1635
16078	5,37,130	5|.....|.....|.....|..O.X|..XOX|	1635
16079	5,2560,224	5|.....|.....|...X.|X.OOO|.....|	1635
16080	5,10,1048592	5|....O|.....|.....|.....|OX.X.|	1635
16081	5,3264107,3247459	5|...##|...##|X..##|XO.##|.X.##|	1635
16082	5,2064,262400	5|.....|.O...|...X.|.O...|X....|	1634
16083	5,64,66064	5|.....|...O.|.....|O..X.|O....|	1634
16084	5,2,4202624	5|..O..|.....|.O...|..O..|...X.|	1634
16085	5,1082913,18384161	5|O...#|O...#|....#|XO..#|....#|	1634
16086	5,11264,65	5|.....|.....|.X.XX|...O.|....O|	1634
16087	5,1107489,1082677	5|....#|....#|XX..#|XO..#|O.O.#|	1634
16088	5,1048600,2097152	5|...OX|.....|.....|.....|XX...|	1634
16089	5,56,772	5|.....|.....|.....|OO..X|XXO..|	1634
16090	5,1607201,1369129	5|....#|XO..#|OO..#|X...#|.O..#|	1633
16091	5,1492009,26772513	5|OO..#|OXX.#|X...#|....#|.X..#|	1633
16092	5,2098175,29492223	5|OOOX.|..O..|.....|#####|#####|	1633
16093	5,34,640	5|.....|.....|.....|O.O.X|...X.|	1633
16094	5,9248,16	5|.....|.....|.X..X|....X|O....|	1633
16095	5,1738751,22317055	5|O.O.#|XOX.#|....#|#####|#####|	1633
16096	5,2,1058816	5|....O|.....|.O.O.|.....|...X.|	1633
16097	5,2,2561	5|.....|.....|...O.|O....|...XO|	1633
16098	5,608,132096	5|.....|..O..|....O|X..XX|.....|	1633
16099	5,3771507,28692331	5|OO.##|XO.##|O..##|OO.##|XO.##|	1633
16100	5,194,8460	5|.....|.....|.O...|.OXX.|.OOX.|	1633
16101	5,67583,1023	5|.....|...X.|....X|#####|#####|	1633
16102	5,3671039,29361151	5|OOOXX|X....|.....|#####|#####|	1633
16103	5,2562,8448	5|.....|.....|.O.X.|XO...|...X.|	1632
16104	5,81984,512	5|.....|...X.|X....|O..X.|.....|	1632
16105	5,3788651,20024435	5|O..##|X..##|X..##|XX.##|OX.##|	1632
16106	5,1160,32	5|.....|.....|....X|..X.O|.X...|	1632
16107	5,1048600,32768	5|....X|....O|.....|.....|XX...|	1632
16108	5,4,32785	5|.....|....O|.....|.....|O.X.O|	1632
16109	5,9,8196	5|.....|.....|.O...|.....|.XO.X|	1632
16110	5,9728,128	5|.....|.....|.X..X|X.O..|.....|	1632
16111	5,6,481	5|.....|.....|.....|.OOOO|..XXO|	1632
16112	5,163871,8912927	5|.O...|O.X.X|.....|.....|#####|	1632
16113	5,3788539,3247207	5|...##|X..##|X..##|X.X##|XXO##|	1632
16114	5,10,453	5|.....|.....|.....|.OOO.|.XOXO|	1632
16115	5,1081375,10554399	5|.O.OX|...OX|...OO|.....|#####|	1632
16116	5,3,32876	5|.....|....O|.....|...OO|.OOXX|	1631
16117	5,160,9502720	5|.O..O|...O.|.....|..X.X|.....|	1631
16118	5,160,1049088	5|....O|.....|.....|O.X.X|.....|	1631
16119	5,3263859,12299875	5|.O.##|O.O##|XO.##|OX.##|X..##|	1631
16120	5,2264063,5506047	5|..OXO|.OX.X|...X.|#####|#####|	1631
16121	5,2,1131120	5|....O|...O.|O....|O..OO|O..X.|	1631
16122	5,3213311,4228095	5|..OXX|...XO|....X|#####|#####|	1631
16123	5,0,62	5|.....|.....|.....|....O|OOOO.|	1631
16124	5,3,4194496	5|..O..|.....|.....|..OO.|...XX|	1631
16125	5,163871,5308447	5|..O.O|..XOX|.....|.....|#####|	1631
16126	5,1082367,4785151	5|..O.X|O..OX|.....|#####|#####|	1631
16127	5,17925119,6292479	5|X.OOX|...XX|.....|#####|#####|	1631
16128	5,33791,22610943	5|O.O.O|O..OX|.....|#####|#####|	1631
16129	5,2562,1	5|.....|.....|...X.|X....|...XO|	1631
16130	5,1080,0	5|.....|.....|....X|....X|XX...|	1631
16131	5,32799,5832735	5|..O.O|O..OX|.....|.....|#####|	1630
16132	5,66591,296991	5|.....|.O.XO|...OX|.....|#####|	1630
16133	5,67583,1082367	5|....O|...XO|....X|#####|#####|	1630
16134	5,3788403,28683627	5|OO.##|XO.##|XO.##|XO.##|XO.##|	1630
16135	5,17859647,10003519	5|XO..#|O...#|.O..#|....#|#####|	1630
16136	5,65567,17858591	5|O...O|...XO|.....|.....|#####|	1630
16137	5,65552,2048	5|.....|...X.|...O.|.....|X....|	1630
16138	5,52,512	5|.....|.....|.....|O...X|X.X..|	1630
16139	5,1572895,278559	5|....X|XO...|O....|.....|#####|	1630
16140	5,545,1090	5|.....|.....|....O|X..OX|...OX|	1630
16141	5,1049599,6587391	5|..OOX|.O..O|.....|#####|#####|	1629
16142	5,294943,1115167	5|....O|.X.OX|....O|.....|#####|	1629
16143	5,160,24	5|.....|.....|.....|..X.X|OO...|	1629
16144	5,1216,165888	5|.....|..O.O|...OX|..XX.|.....|	1629
16145	5,64,8194	5|.....|.....|.O...|...X.|...O.|	1629
16146	5,17825823,2916383	5|X..OX|OO..O|.....|.....|#####|	1629
16147	5,130,65544	5|.....|...O.|.....|..X..|.O.X.|	1629
16148	5,4097023,29361151	5|OOOXX|XXX.X|.....|#####|#####|	1629
16149	5,9,11600194	5|.O.OO|...O.|.....|.O.O.|.X.OX|	1629
16150	5,321,328736	5|.....|.O.O.|....O|.X.XO|....X|	1629
16151	5,0,1048664	5|....O|.....|.....|...O.|OO...|	1629
16152	5,10,50609	5|.....|....O|O...O|.OO.O|OX.XO|	1629
16153	5,48,262144	5|.....|.O...|.....|....X|X....|	1629
16154	5,416,520	5|.....|.....|.....|OXX.X|.O...|	1629
16155	5,2262015,8389631	5|.O.X.|..X.X|.....|#####|#####|	1629
16156	5,1361193,1606705	5|....#|OX..#|X...#|.X..#|OX..#|	1629
16157	5,1,2210	5|.....|.....|...O.|..O.O|...OX|	1629
16158	5,6,32961	5|.....|....O|.....|..OO.|..XXO|	1628
16159	5,1096,75776	5|.....|...O.|.O.OX|...X.|.X...|	1628
16160	5,128,4194372	5|..O..|.....|.....|..XO.|..O..|	1628
16161	5,1098785,1082937	5|....#|....#|X...#|O...#|OO..#|	1628
16162	5,1186,67660	5|.....|...O.|...OX|..XOX|.OOX.|	1628
16163	5,9,10485760	5|.O.O.|.....|.....|.....|.X..X|	1628
16164	5,19923967,8422399	5|XO.XX|....O|.....|#####|#####|	1628
16165	5,0,2307	5|.....|.....|...O.|.O...|...OO|	1628
16166	5,1,1078	5|.....|.....|....O|....O|O.OOX|	1628
16167	5,1041,1048576	5|....O|.....|....X|.....|X...X|	1628
16168	5,3771507,20303203	5|O..##|XO.##|O..##|.O.##|X..##|	1628
16169	5,1,16928	5|.....|.....|O....|O...O|....X|	1628
16170	5,1312,262144	5|.....|.O...|....X|.X..X|.....|	1628
16171	5,2068,264	5|.....|.....|...X.|.O...|XOX..|	1628
16172	5,1152,48	5|.....|.....|....X|..X.O|O....|	1627
16173	5,3518067,3263851	5|...##|.X.##|OX.##|XO.##|XO.##|	1627
16174	5,2687999,29361151	5|OOOX.|X..X.|.....|#####|#####|	1627
16175	5,80,5	5|.....|.....|.....|...X.|X.O.O|	1627
16176	5,130,524800	5|.....|O....|.....|O.X..|...X.|	1627
16177	5,10266175,17859647	5|OX..#|XX..#|.X..#|X...#|#####|	1627
16178	5,2176,4718592	5|..O..|O....|...X.|..X..|.....|	1627
16179	5,2098175,21005311	5|O.OX.|....O|.....|#####|#####|	1627
16180	5,5587967,25691135	5|OOX.X|OX.X.|X....|#####|#####|	1626
16181	5,1288,4	5|.....|.....|....X|.X...|.XO..|	1626
16182	5,134,73	5|.....|.....|.....|..XO.|.OXXO|	1626
16183	5,3263595,11635811	5|.O.##|...##|X..##|...##|.X.##|	1626
16184	5,2688,64	5|.....|.....|...X.|X.XO.|.....|	1626
16185	5,99359,31	5|.....|...XX|....X|.....|#####|	1626
16186	5,9472,540672	5|.....|O....|OX..X|.X...|.....|	1626
16187	5,161,19448852	5|O..O.|O...O|O...O|..X.X|O.O.X|	1626
16188	5,0,557089	5|.....|O...O|.....|....O|....O|	1626
16189	5,622623,9437215	5|.O..O|X..XX|.....|.....|#####|	1625
16190	5,66559,17171455	5|O....|.OOX.|.....|#####|#####|	1625
16191	5,1099057,1082925	5|....#|....#|X...#|OX..#|XOO.#|	1625
16192	5,1090617,17859617	5|O...#|....#|.X..#|....#|XX..#|	1625
16193	5,131103,17891359	5|O...O|..XO.|.....|.....|#####|	1625
16194	5,2178,1376	5|.....|.....|...XO|.OXOO|...X.|	1625
16195	5,1083173,1090729	5|....#|....#|.O..#|XXO.#|.OX.#|	1625
16196	5,52,16384	5|.....|.....|O....|....X|X.X..|	1625
16197	5,7,2097248	5|...O.|.....|.....|...OO|..XXX|	1625
16198	5,3,1048768	5|....O|.....|.....|..OO.|...XX|	1625
16199	5,4165631,28413951	5|OO.##|XXX##|...##|#####|#####|	1625
16200	5,192,34849	5|.....|....O|...O.|..XXO|....O|	1624
16201	5,2098175,8979455	5|.O.X.|O..O.|.....|#####|#####|	1624
16202	5,9,16386	5|.....|.....|O....|.....|.X.OX|	1624
16203	5,1161,0	5|.....|.....|....X|..X..|.X..X|	1624
16204	5,57,2	5|.....|.....|.....|....X|XX.OX|	1624
16205	5,3788155,20033123	5|O..##|X..##|XO.##|OX.##|XX.##|	1624
16206	5,3456,66	5|.....|.....|...XX|.XXO.|...O.|	1624
16207	5,15,976	5|.....|.....|.....|OOOO.|OXXXX|	1624
16208	5,66049,0	5|.....|...X.|.....|X....|....X|	1624
16209	5,132095,2622463	5|...O.|O.X..|.....|#####|#####|	1623
16210	5,80,265	5|.....|.....|.....|.O.X.|XO..O|	1623
16211	5,7,131136	5|.....|..O..|.....|...O.|..XXX|	1623
16212	5,1984,62	5|.....|.....|....X|XXXXO|OOOO.|	1623
16213	5,1082673,1607213	5|....#|O...#|....#|OX..#|XOO.#|	1623
16214	5,1369393,1607201	5|....#|OX..#|XX..#|OX..#|X...#|	1623
16215	5,3264099,3779707	5|...##|O..##|XO.##|X..##|OO.##|	1623
16216	5,4,131266	5|.....|..O..|.....|..OO.|..XO.|	1623
16217	5,1091105,18383905	5|O...#|O...#|.X..#|X...#|....#|	1623
16218	5,2,6400109	5|..OO.|...OO|.O.O.|...OO|.OOXO|	1623
16219	5,18400817,9733417	5|XO..#|XO..#|X...#|XO..#|XO..#|	1623
16220	5,4,9994457	5|.O..O|O...O|.....|..OO.|OOX.O|	1622
16221	5,17876991,10135551	5|XO..#|O.O.#|XO..#|#####|#####|	1622
16222	5,2688,720896	5|.....|O.OO.|...X.|X.X..|.....|	1622
16223	5,0,1161	5|.....|.....|....O|..O..|.O..O|	1622
16224	5,1,116	5|.....|.....|.....|...OO|O.O.X|	1622
16225	5,145,32	5|.....|.....|.....|..X.O|X...X|	1622
16226	5,237599,7618591	5|..OOO|.OXXX|OX...|.....|#####|	1622
16227	5,1099305,18392357	5|O...#|O...#|XO..#|XO..#|.XO.#|	1622
16228	5,10223647,20971551	5|OXO.X|XX...|.....|.....|#####|	1622
16229	5,176,68	5|.....|.....|.....|..XOX|X.O..|	1622
16230	5,10,131264	5|.....|..O..|.....|..OO.|.X.X.|	1622
16231	5,1280,2113	5|.....|.....|...OX|.X.O.|....O|	1622
16232	5,1081375,2425887	5|...OX|.O.OX|....O|.....|#####|	1622
16233	5,448,2	5|.....|.....|.....|.XXX.|...O.|	1621
16234	5,48,163840	5|.....|..O.O|.....|....X|X....|	1621
16235	5,72,4202496	5|..O..|.....|.O...|...X.|.X...|	1621
16236	5,3271931,4033635	5|...##|OO.##|XX.##|..X##|XX.##|	1621
16237	5,31,2261023	5|...O.|..O.O|.....|.....|#####|	1621
16238	5,196,65538	5|.....|...O.|.....|..XX.|..XO.|	1621
16239	5,73759,10485791	5|.O.O.|...X.|.X...|.....|#####|	1621
16240	5,3526259,3247203	5|...##|.X.##|X..##|X..##|X..##|	1621
16241	5,2,131168	5|.....|..O..|.....|...OO|...X.|	1621
16242	5,1184,2048	5|.....|.....|...OX|..X.X|.....|	1621
16243	5,1116159,4228095	5|..O.X|...XO|....X|#####|#####|	1621
16244	5,1099449,1090853	5|....#|....#|XO..#|XOX.#|XXO.#|	1621
16245	5,3780203,3247223	5|...##|X..##|.X.##|X..##|OXO##|	1621
16246	5,240,3072	5|.....|.....|...OO|..XXX|X....|	1621
16247	5,17,130	5|.....|.....|.....|..O..|X..OX|	1621
16248	5,33791,30409727	5|OOO.O|....X|.....|#####|#####|	1621
16249	5,2,34848	5|.....|....O|...O.|....O|...X.|	1620
16250	5,19,520	5|.....|.....|.....|O....|XO.XX|	1620
16251	5,65,16400	5|.....|.....|O....|...X.|O...X|	1620
16252	5,3263843,3779699	5|...##|O..##|XO.##|.X.##|O..##|	1620
16253	5,3910783,24480895	5|O.O##|XOX##|.X.##|...##|#####|	1620
16254	5,1023,5277695	5|..O.O|....O|....O|#####|#####|	1620
16255	5,1868863,1107007	5|....#|XX..#|OO..#|....#|#####|	1620
16256	5,1607457,17859633	5|O...#|X...#|....#|XX..#|O...#|	1620
16257	5,98335,3670047	5|...OO|O..XX|.....|.....|#####|	1620
16258	5,1623601,1352745	5|....#|XO..#|XO..#|X...#|XO..#|	1620
16259	5,1082913,13665313	5|.OO.#|....#|....#|X...#|....#|	1620
16260	5,3772019,20048995	5|O..##|X..##|OO.##|X..##|X..##|	1620
16261	5,1216,1116160	5|....O|...O.|...OX|..XX.|.....|	1620
16262	5,3771507,3272427	5|...##|X..##|OO.##|O.O##|XO.##|	1620
16263	5,3533931,12160115	5|.O.##|OX.##|XX.##|...##|OX.##|	1620
16264	5,1762345,30704673	5|OOO.#|XOX.#|XX..#|....#|.X..#|	1620
16265	5,2425855,9470975	5|.O.XO|.X.XO|.....|#####|#####|	1620
16266	5,20464639,21709823	5|#.OXX|#.OO.|#....|#####|#####|	1619
16267	5,1082925,1107249	5|....#|....#|OO..#|XO..#|OXX.#|	1619
16268	5,35328,1056	5|.....|....X|...XO|X...O|.....|	1619
16269	5,360479,7471135	5|..OOO|.XOXX|.....|.....|#####|	1619
16270	5,3772003,3255411	5|...##|X..##|.O.##|X..##|O..##|	1619
16271	5,3772003,3255651	5|...##|X..##|.O.##|XO.##|...##|	1619
16272	5,2,8257	5|.....|.....|.O...|...O.|...XO|	1619
16273	5,2688,196610	5|.....|..OO.|...X.|X.X..|...O.|	1619
16274	5,192,131075	5|.....|..O..|.....|..XX.|...OO|	1619
16275	5,2229247,17302527	5|O..X.|O.X..|.....|#####|#####|	1619
16276	5,3771519,3247203	5|...##|X..##|...##|...##|XXX##|	1619
16277	5,1048848,0	5|....X|.....|.....|.X...|X....|	1619
16278	5,1345333,1082409	5|....#|.X..#|....#|XX..#|XOX.#|	1619
16279	5,1745983,18121791	5|O...#|XOX.#|.X..#|....#|#####|	1619
16280	5,10011705,17859617	5|OX..#|X...#|X...#|....#|XX..#|	1619
16281	5,20565115,11906915	5|XO.##|XO.##|XO.##|OO.##|XX.##|	1619
16282	5,1152,18464	5|.....|.....|O..OX|..X.O|.....|	1619
16283	5,9995263,2098175	5|.X.OX|X...X|.....|#####|#####|	1619
16284	5,69,1072	5|.....|.....|....O|...XO|O.X.X|	1618
16285	5,17826815,4752383	5|X.O.X|O...O|.....|#####|#####|	1618
16286	5,3263843,12299379	5|.O.##|O.O##|XO.##|.X.##|O..##|	1618
16287	5,2562,16384	5|.....|.....|O..X.|X....|...X.|	1618
16288	5,209,6	5|.....|.....|.....|..XX.|X.OOX|	1618
16289	5,4033659,3271779	5|...##|XX.##|OO.##|...##|XX.##|	1618
16290	5,3534187,12160627	5|.O.##|OX.##|XX.##|OX.##|OX.##|	1618
16291	5,34,1116	5|.....|.....|....O|...OX|OOOX.|	1618
16292	5,491551,32505887	5|OOOOO|.XXXX|.....|.....|#####|	1618
16293	5,10240,131077	5|.....|..O..|.X.X.|.....|..O.O|	1618
16294	5,2212,66	5|.....|.....|...X.|..XOX|..XO.|	1618
16295	5,1033,66	5|.....|.....|....X|...O.|.X.OX|	1618
16296	5,37,131072	5|.....|..O..|.....|....X|..X.X|	1618
16297	5,65564,0	5|.....|...X.|.....|.....|XXX..|	1618
16298	5,1055,8388639	5|.O...|.....|....X|.....|#####|	1618
16299	5,168,2	5|.....|.....|.....|..X.X|.X.O.|	1617
16300	5,3510271,3780607	5|...##|OX.##|.O.##|#####|#####|	1617
16301	5,4033651,20041315	5|O..##|XX.##|O..##|O..##|X..##|	1617
16302	5,19712,32	5|.....|.....|X..XX|.X..O|.....|	1617
16303	5,1,17302016	5|O....|O....|.....|O....|....X|	1617
16304	5,65567,2130975	5|...O.|...XO|....O|.....|#####|	1617
16305	5,1041,96	5|.....|.....|....X|...OO|X...X|	1617
16306	5,4,1410	5|.....|.....|....O|.OO..|..XO.|	1617
16307	5,20464639,1023	5|X..XX|X....|X....|#####|#####|	1617
16308	5,1083169,9495713	5|.O..#|....#|OO..#|XXO.#|....#|	1617
16309	5,133151,65567	5|.....|..XO.|...X.|.....|#####|	1616
16310	5,20448255,12944383	5|XOOXX|XO.OO|.....|#####|#####|	1616
16311	5,2576,8456	5|.....|.....|.O.X.|XO...|XO...|	1616
16312	5,3712,100	5|.....|.....|...XX|X.XOO|..O..|	1616
16313	5,5695487,26773503	5|OOX.#|OXX.#|XX..#|#####|#####|	1616
16314	5,2820,8	5|.....|.....|...X.|XX...|.OX..|	1616
16315	5,196,267	5|.....|.....|.....|.OXX.|.OXOO|	1616
16316	5,20186111,13337599	5|XOOXX|OXOOO|.....|#####|#####|	1616
16317	5,1040,2112	5|.....|.....|...OX|...O.|X....|	1616
16318	5,66,1036	5|.....|.....|....O|...X.|.OOX.|	1616
16319	5,2047,32541695	5|OOOOO|....O|...OX|#####|#####|	1616
16320	5,1098801,17860393	5|O...#|....#|X...#|OO..#|XO..#|	1616
16321	5,3212287,21136383	5|O.OXX|..OXO|.....|#####|#####|	1616
16322	5,4042099,20040803	5|O..##|XX.##|OX.##|.X.##|X..##|	1616
16323	5,65,160	5|.....|.....|.....|..OXO|....X|	1616
16324	5,0,32912	5|.....|....O|.....|..O..|O....|	1616
16325	5,1094,75912	5|.....|...O.|.O.OX|..OX.|.OXX.|	1615
16326	5,1072,3	5|.....|.....|....X|....X|X..OO|	1615
16327	5,3264363,20024435	5|O..##|...##|X..##|XX.##|OX.##|	1615
16328	5,3264099,4033639	5|...##|OO.##|X..##|X..##|..O##|	1615
16329	5,130,2121	5|.....|.....|...O.|..XO.|.O.XO|	1615
16330	5,1,624	5|.....|.....|.....|O..OO|O...X|	1615
16331	5,31,9453888	5|.O..O|.....|O....|.O.O.|XXXXX|	1615
16332	5,1572895,6291487	5|..OOX|X....|.....|.....|#####|	1615
16333	5,1184,8	5|.....|.....|....X|..X.X|.O...|	1615
16334	5,1360937,1607201	5|....#|OX..#|X...#|O...#|.X..#|	1615
16335	5,1615017,1099569	5|....#|X...#|OX..#|OOX.#|OX..#|	1615
16336	5,9218,8	5|.....|.....|.X..X|.....|.O.X.|	1614
16337	5,20549243,11922787	5|XO.##|XO.##|OO.##|XO.##|XX.##|	1614
16338	5,5521439,17301535	5|O.X.X|OX...|X....|.....|#####|	1614
16339	5,2163711,13239295	5|.OOX.|O.OX.|.....|#####|#####|	1614
16340	5,9962495,16811007	5|OX..X|X...O|.....|#####|#####|	1614
16341	5,1408,139264	5|.....|..O..|.O..X|.XX..|.....|	1614
16342	5,17859583,15270911	5|XOOOX|O..OX|.....|#####|#####|	1614
16343	5,31,2622495	5|...O.|O....|....O|.....|#####|	1614
16344	5,9217,16	5|.....|.....|.X..X|.....|O...X|	1613
16345	5,1098917,1082409	5|....#|....#|X...#|..X.#|.OX.#|	1613
16346	5,128,548	5|.....|.....|.....|O.X.O|..O..|	1613
16347	5,1074,65	5|.....|.....|....X|...OX|X..XO|	1613
16348	5,1049599,4785151	5|..O.X|O..O.|.....|#####|#####|	1613
16349	5,2,65732	5|.....|...O.|.....|..OO.|..OX.|	1613
16350	5,1082673,18121761	5|O...#|.O..#|....#|.X..#|X...#|	1613
16351	5,1082673,1344685	5|....#|.O..#|....#|.XO.#|XOO.#|	1613
16352	5,3263843,20024427	5|O..##|...##|X..##|.X.##|.O.##|	1613
16353	5,1345535,5277695	5|..O.#|.X..#|....#|#####|#####|	1613
16354	5,56,260	5|.....|.....|.....|.O..X|XXO..|	1613
16355	5,165,8400128	5|.O...|.....|.O.OO|.OX.X|..X.X|	1613
16356	5,17,2176	5|.....|.....|...O.|..O..|X...X|	1613
16357	5,320,180224	5|.....|..O.O|O....|.X.X.|.....|	1612
16358	5,1353265,10011681	5|.O..#|OX..#|OX..#|X...#|X...#|	1612
